,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
1190,229.0,169.0,0.0,1.0,0.0,75.0,220.0,87.0,486.0,287.0,86.0,118.0,156.0,262.0,79.0,327.0,165.0,1423.0,1872.0,3.0
1191,195.0,150.0,0.0,0.0,0.0,114.0,951.0,220.0,1144.0,684.0,295.0,399.0,311.0,229.0,337.0,154.0,405.0,456.0,105.0,4.0
1192,86.0,124.0,0.0,0.0,0.0,16.0,75.0,10.0,42.0,26.0,0.0,25.0,1.0,349.0,143.0,235.0,25.0,1898.0,716.0,2.0
1193,234.0,70.0,0.0,0.0,0.0,83.0,161.0,43.0,76.0,84.0,9.0,67.0,18.0,308.0,199.0,218.0,66.0,1830.0,411.0,2.0
1194,75.0,95.0,0.0,0.0,0.0,94.0,864.0,93.0,900.0,88.0,9.0,71.0,19.0,303.0,206.0,216.0,70.0,1845.0,399.0,2.0
1195,148.0,106.0,0.0,2.0,0.0,56.0,84.0,65.0,144.0,445.0,188.0,230.0,133.0,372.0,228.0,123.0,232.0,1011.0,1438.0,0.0
1196,68.0,81.0,0.0,1.0,0.0,95.0,921.0,88.0,418.0,402.0,180.0,204.0,118.0,393.0,199.0,128.0,205.0,994.0,1485.0,0.0
1197,234.0,184.0,0.0,0.0,0.0,95.0,696.0,107.0,602.0,763.0,338.0,452.0,347.0,225.0,393.0,102.0,456.0,516.0,831.0,4.0
1198,173.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,6.0
1199,136.0,55.0,0.0,0.0,0.0,111.0,827.0,106.0,918.0,559.0,224.0,317.0,182.0,292.0,352.0,76.0,322.0,1264.0,1301.0,0.0
1200,120.0,102.0,0.0,0.0,0.0,91.0,573.0,106.0,550.0,424.0,178.0,222.0,125.0,368.0,230.0,125.0,224.0,1071.0,1434.0,0.0
1201,73.0,203.0,0.0,0.0,0.0,19.0,20.0,18.0,29.0,164.0,46.0,40.0,89.0,326.0,32.0,310.0,100.0,1625.0,1670.0,3.0
1202,34.0,31.0,0.0,1.0,0.0,74.0,42.0,74.0,170.0,477.0,178.0,271.0,137.0,305.0,317.0,98.0,273.0,1379.0,1302.0,0.0
1203,142.0,9.0,0.0,0.0,0.0,76.0,328.0,72.0,387.0,1213.0,626.0,746.0,641.0,103.0,496.0,129.0,750.0,113.0,239.0,5.0
1204,130.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,6.0
1205,126.0,132.0,0.0,0.0,0.0,86.0,36.0,54.0,217.0,100.0,8.0,85.0,20.0,286.0,232.0,205.0,84.0,1858.0,393.0,2.0
1206,156.0,209.0,0.0,0.0,0.0,74.0,276.0,70.0,225.0,252.0,91.0,73.0,149.0,324.0,2.0,351.0,158.0,1530.0,1639.0,3.0
1207,58.0,130.0,0.0,1.0,0.0,105.0,576.0,92.0,493.0,263.0,71.0,165.0,92.0,246.0,249.0,228.0,163.0,1593.0,37.0,2.0
1208,238.0,112.0,0.0,0.0,0.0,24.0,22.0,18.0,37.0,41.0,0.0,38.0,3.0,334.0,166.0,226.0,38.0,1898.0,567.0,2.0
1209,26.0,95.0,0.0,0.0,0.0,31.0,161.0,72.0,214.0,57.0,3.0,44.0,12.0,325.0,166.0,235.0,43.0,1879.0,360.0,2.0
1210,24.0,80.0,0.0,0.0,0.0,89.0,914.0,74.0,410.0,94.0,8.0,73.0,24.0,294.0,206.0,225.0,72.0,1854.0,173.0,2.0
1211,73.0,116.0,0.0,0.0,0.0,152.0,870.0,82.0,483.0,727.0,314.0,436.0,318.0,218.0,413.0,89.0,440.0,789.0,910.0,1.0
1212,91.0,33.0,0.0,1.0,0.0,44.0,241.0,69.0,424.0,1164.0,604.0,712.0,621.0,107.0,470.0,152.0,716.0,99.0,143.0,5.0
1213,91.0,59.0,0.0,1.0,0.0,75.0,533.0,42.0,238.0,948.0,421.0,576.0,427.0,169.0,511.0,38.0,580.0,761.0,867.0,1.0
1214,37.0,101.0,0.0,0.0,0.0,28.0,140.0,65.0,21.0,148.0,63.0,73.0,32.0,391.0,145.0,186.0,72.0,1545.0,1500.0,0.0
1215,137.0,122.0,0.0,0.0,0.0,38.0,180.0,69.0,53.0,154.0,70.0,71.0,33.0,406.0,133.0,183.0,73.0,1544.0,1529.0,0.0
1216,117.0,115.0,0.0,0.0,0.0,38.0,154.0,85.0,693.0,430.0,144.0,249.0,139.0,255.0,306.0,159.0,251.0,1292.0,584.0,1.0
1217,84.0,59.0,0.0,0.0,0.0,81.0,315.0,85.0,453.0,501.0,204.0,262.0,148.0,357.0,263.0,102.0,264.0,1124.0,1400.0,0.0
1218,200.0,124.0,0.0,0.0,0.0,27.0,101.0,54.0,14.0,129.0,64.0,58.0,27.0,413.0,119.0,190.0,66.0,1617.0,1582.0,0.0
1219,58.0,100.0,0.0,0.0,0.0,10.0,43.0,18.0,29.0,127.0,58.0,63.0,26.0,397.0,136.0,189.0,64.0,1621.0,1509.0,0.0
1220,123.0,172.0,0.0,0.0,0.0,93.0,169.0,94.0,935.0,378.0,127.0,153.0,196.0,268.0,70.0,330.0,204.0,1037.0,1847.0,3.0
1221,84.0,113.0,0.0,0.0,0.0,79.0,411.0,96.0,586.0,304.0,68.0,211.0,98.0,183.0,342.0,195.0,212.0,1713.0,87.0,2.0
1222,98.0,138.0,0.0,0.0,0.0,132.0,926.0,91.0,566.0,449.0,149.0,261.0,144.0,248.0,320.0,152.0,263.0,1327.0,634.0,1.0
1223,119.0,78.0,0.0,1.0,0.0,138.0,1000.0,157.0,1061.0,226.0,52.0,153.0,71.0,248.0,268.0,206.0,150.0,1711.0,165.0,2.0
1224,243.0,182.0,0.0,0.0,0.0,99.0,724.0,125.0,895.0,337.0,119.0,128.0,176.0,298.0,46.0,324.0,184.0,1001.0,1749.0,3.0
1225,98.0,121.0,0.0,0.0,0.0,18.0,140.0,21.0,316.0,20.0,1.0,18.0,1.0,358.0,128.0,241.0,18.0,1894.0,791.0,2.0
1226,162.0,155.0,0.0,0.0,0.0,93.0,466.0,97.0,425.0,353.0,110.0,146.0,187.0,250.0,82.0,336.0,195.0,1338.0,1879.0,3.0
1227,209.0,103.0,0.0,0.0,0.0,81.0,522.0,26.0,10.0,337.0,102.0,218.0,96.0,247.0,325.0,148.0,220.0,1519.0,635.0,6.0
1228,64.0,43.0,0.0,0.0,0.0,93.0,606.0,102.0,941.0,514.0,202.0,281.0,153.0,326.0,302.0,92.0,283.0,1274.0,1335.0,0.0
1229,250.0,25.0,0.0,0.0,0.0,65.0,63.0,65.0,54.0,1241.0,656.0,762.0,665.0,193.0,379.0,148.0,766.0,40.0,415.0,5.0
1230,182.0,174.0,0.0,0.0,0.0,116.0,548.0,156.0,983.0,720.0,322.0,424.0,319.0,259.0,358.0,103.0,428.0,477.0,1131.0,4.0
1231,75.0,53.0,0.0,0.0,0.0,102.0,948.0,105.0,942.0,500.0,194.0,272.0,148.0,325.0,293.0,103.0,274.0,1234.0,1338.0,0.0
1232,46.0,110.0,0.0,0.0,0.0,62.0,449.0,142.0,857.0,838.0,369.0,504.0,381.0,192.0,441.0,84.0,508.0,633.0,737.0,1.0
1233,216.0,184.0,0.0,0.0,0.0,142.0,850.0,96.0,685.0,723.0,316.0,427.0,326.0,229.0,370.0,121.0,431.0,537.0,710.0,4.0
1234,47.0,191.0,0.0,0.0,1.0,127.0,594.0,141.0,929.0,897.0,409.0,532.0,412.0,213.0,435.0,71.0,536.0,464.0,970.0,4.0
1235,199.0,2.0,0.0,0.0,0.0,93.0,646.0,7.0,58.0,212.0,55.0,143.0,52.0,289.0,267.0,166.0,139.0,1664.0,856.0,6.0
1236,228.0,113.0,0.0,0.0,0.0,62.0,19.0,54.0,94.0,139.0,64.0,64.0,31.0,403.0,127.0,192.0,67.0,1518.0,1540.0,0.0
1237,8.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,2.0
1238,139.0,170.0,0.0,1.0,0.0,56.0,200.0,72.0,592.0,400.0,138.0,164.0,202.0,271.0,76.0,321.0,211.0,953.0,1858.0,3.0
1239,187.0,175.0,0.0,0.0,0.0,61.0,45.0,43.0,48.0,383.0,137.0,162.0,185.0,289.0,89.0,289.0,193.0,645.0,1893.0,3.0
1240,153.0,117.0,0.0,0.0,0.0,24.0,108.0,10.0,6.0,141.0,66.0,65.0,30.0,407.0,128.0,187.0,68.0,1557.0,1544.0,0.0
1241,77.0,61.0,0.0,0.0,0.0,75.0,443.0,67.0,281.0,1187.0,616.0,729.0,628.0,110.0,487.0,129.0,733.0,103.0,253.0,5.0
1242,33.0,153.0,0.0,0.0,0.0,62.0,157.0,72.0,163.0,239.0,82.0,93.0,117.0,318.0,72.0,281.0,127.0,973.0,1777.0,3.0
1243,111.0,79.0,0.0,0.0,0.0,182.0,972.0,72.0,364.0,980.0,446.0,591.0,458.0,173.0,478.0,69.0,595.0,430.0,743.0,1.0
1244,185.0,87.0,0.0,0.0,0.0,81.0,486.0,159.0,838.0,613.0,259.0,335.0,252.0,295.0,279.0,148.0,340.0,361.0,1232.0,1.0
1245,232.0,70.0,0.0,0.0,0.0,33.0,119.0,67.0,190.0,1013.0,476.0,622.0,482.0,18.0,631.0,0.0,626.0,929.0,530.0,5.0
1246,120.0,71.0,0.0,0.0,0.0,28.0,124.0,26.0,142.0,1057.0,514.0,654.0,534.0,39.0,585.0,103.0,658.0,343.0,195.0,5.0
1247,23.0,72.0,0.0,0.0,0.0,114.0,936.0,120.0,736.0,389.0,170.0,203.0,112.0,383.0,213.0,127.0,205.0,1088.0,1477.0,0.0
1248,106.0,199.0,0.0,0.0,0.0,67.0,252.0,85.0,241.0,315.0,100.0,128.0,166.0,270.0,75.0,323.0,174.0,1287.0,1860.0,3.0
1249,102.0,163.0,0.0,1.0,0.0,84.0,485.0,82.0,488.0,492.0,184.0,176.0,246.0,307.0,12.0,350.0,254.0,848.0,1678.0,3.0
1250,144.0,234.0,0.0,0.0,0.0,99.0,615.0,91.0,518.0,544.0,206.0,219.0,267.0,276.0,51.0,341.0,282.0,524.0,1776.0,3.0
1251,58.0,124.0,0.0,0.0,0.0,4.0,58.0,2.0,33.0,13.0,0.0,13.0,0.0,362.0,120.0,245.0,13.0,1898.0,791.0,6.0
1252,44.0,194.0,0.0,0.0,0.0,97.0,719.0,114.0,766.0,802.0,353.0,471.0,360.0,230.0,398.0,92.0,475.0,492.0,977.0,4.0
1253,236.0,72.0,0.0,0.0,0.0,43.0,161.0,157.0,1083.0,220.0,54.0,152.0,59.0,270.0,281.0,171.0,149.0,1705.0,603.0,6.0
1254,119.0,63.0,0.0,0.0,0.0,14.0,29.0,19.0,19.0,1040.0,504.0,642.0,512.0,56.0,598.0,27.0,646.0,425.0,467.0,5.0
1255,185.0,79.0,0.0,0.0,0.0,146.0,555.0,32.0,152.0,223.0,68.0,135.0,64.0,308.0,224.0,191.0,131.0,1489.0,883.0,6.0
1256,19.0,123.0,0.0,0.0,0.0,38.0,28.0,26.0,57.0,73.0,10.0,58.0,12.0,325.0,187.0,214.0,57.0,1794.0,661.0,6.0
1257,209.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,6.0
1258,116.0,126.0,0.0,0.0,0.0,7.0,20.0,32.0,42.0,76.0,14.0,57.0,13.0,333.0,180.0,213.0,56.0,1761.0,852.0,6.0
1259,17.0,32.0,0.0,0.0,0.0,95.0,626.0,79.0,473.0,977.0,432.0,597.0,449.0,118.0,559.0,43.0,601.0,873.0,579.0,1.0
1260,62.0,208.0,0.0,0.0,0.0,121.0,1032.0,121.0,1005.0,190.0,59.0,58.0,92.0,331.0,52.0,286.0,103.0,1422.0,1697.0,3.0
1261,171.0,206.0,0.0,0.0,0.0,110.0,755.0,80.0,743.0,310.0,106.0,124.0,159.0,293.0,68.0,307.0,167.0,1020.0,1814.0,3.0
1262,172.0,179.0,0.0,1.0,0.0,104.0,775.0,79.0,469.0,807.0,353.0,475.0,360.0,225.0,408.0,87.0,479.0,528.0,955.0,4.0
1263,35.0,229.0,0.0,1.0,0.0,95.0,644.0,88.0,270.0,275.0,88.0,109.0,149.0,282.0,66.0,320.0,158.0,1355.0,1818.0,3.0
1264,173.0,177.0,0.0,0.0,0.0,116.0,809.0,120.0,712.0,806.0,358.0,472.0,357.0,241.0,400.0,79.0,476.0,544.0,1160.0,4.0
1265,38.0,113.0,0.0,0.0,1.0,161.0,934.0,168.0,949.0,178.0,37.0,116.0,51.0,281.0,233.0,209.0,115.0,1760.0,382.0,2.0
1266,76.0,188.0,0.0,0.0,0.0,112.0,648.0,138.0,830.0,884.0,396.0,532.0,400.0,201.0,462.0,56.0,536.0,667.0,995.0,4.0
1267,13.0,99.0,0.0,0.0,0.0,91.0,944.0,101.0,418.0,372.0,168.0,189.0,108.0,396.0,188.0,137.0,188.0,974.0,1492.0,0.0
1268,75.0,105.0,0.0,0.0,0.0,56.0,174.0,4.0,16.0,351.0,121.0,203.0,111.0,286.0,261.0,175.0,204.0,1206.0,704.0,6.0
1269,179.0,112.0,0.0,1.0,0.0,91.0,699.0,68.0,176.0,890.0,413.0,515.0,414.0,242.0,386.0,92.0,519.0,298.0,1075.0,1.0
1270,50.0,223.0,0.0,1.0,0.0,110.0,768.0,95.0,475.0,291.0,99.0,117.0,152.0,293.0,68.0,307.0,161.0,1075.0,1820.0,3.0
1271,232.0,86.0,0.0,0.0,0.0,16.0,61.0,21.0,48.0,55.0,1.0,50.0,6.0,321.0,186.0,219.0,49.0,1895.0,511.0,2.0
1272,120.0,102.0,0.0,0.0,0.0,91.0,573.0,106.0,550.0,424.0,178.0,222.0,125.0,368.0,230.0,125.0,224.0,1071.0,1434.0,0.0
1273,201.0,10.0,0.0,0.0,0.0,12.0,133.0,147.0,777.0,666.0,300.0,386.0,291.0,277.0,319.0,124.0,391.0,410.0,1170.0,1.0
1274,197.0,137.0,0.0,1.0,0.0,90.0,375.0,68.0,408.0,47.0,10.0,29.0,9.0,357.0,133.0,237.0,29.0,1636.0,975.0,6.0
1275,10.0,97.0,0.0,0.0,0.0,82.0,353.0,74.0,395.0,367.0,169.0,187.0,103.0,406.0,186.0,129.0,185.0,1031.0,1498.0,0.0
1276,138.0,84.0,0.0,0.0,0.0,131.0,766.0,175.0,992.0,745.0,339.0,431.0,336.0,268.0,343.0,109.0,435.0,353.0,1216.0,1.0
1277,190.0,108.0,0.0,0.0,0.0,75.0,519.0,59.0,303.0,655.0,292.0,377.0,287.0,277.0,313.0,130.0,382.0,399.0,1126.0,1.0
1278,248.0,161.0,0.0,0.0,0.0,66.0,214.0,73.0,270.0,334.0,110.0,135.0,175.0,274.0,70.0,324.0,183.0,1144.0,1842.0,3.0
1279,168.0,175.0,0.0,0.0,2.0,104.0,603.0,151.0,764.0,784.0,351.0,465.0,347.0,246.0,402.0,74.0,469.0,666.0,1208.0,4.0
1280,144.0,91.0,0.0,0.0,0.0,62.0,258.0,100.0,539.0,489.0,197.0,259.0,143.0,349.0,270.0,103.0,261.0,1183.0,1370.0,0.0
1281,95.0,182.0,0.0,0.0,0.0,82.0,471.0,85.0,628.0,963.0,431.0,584.0,441.0,162.0,516.0,40.0,588.0,730.0,821.0,4.0
1282,74.0,96.0,0.0,1.0,0.0,78.0,127.0,84.0,552.0,347.0,167.0,172.0,95.0,425.0,167.0,128.0,173.0,1083.0,1522.0,0.0
1283,239.0,181.0,0.0,0.0,0.0,105.0,276.0,133.0,737.0,736.0,321.0,440.0,319.0,229.0,415.0,76.0,444.0,838.0,1095.0,4.0
1284,94.0,120.0,0.0,0.0,0.0,27.0,46.0,73.0,271.0,124.0,62.0,55.0,27.0,412.0,115.0,195.0,64.0,1603.0,1593.0,0.0
1285,144.0,22.0,0.0,0.0,0.0,62.0,89.0,53.0,226.0,1173.0,602.0,732.0,619.0,84.0,523.0,123.0,736.0,166.0,225.0,5.0
1286,51.0,91.0,0.0,0.0,0.0,43.0,214.0,48.0,198.0,71.0,6.0,57.0,15.0,315.0,186.0,225.0,56.0,1844.0,390.0,2.0
1287,92.0,56.0,0.0,0.0,0.0,91.0,540.0,77.0,466.0,940.0,417.0,568.0,431.0,167.0,491.0,60.0,572.0,660.0,738.0,1.0
1288,3.0,115.0,0.0,0.0,0.0,78.0,324.0,58.0,215.0,894.0,411.0,530.0,409.0,227.0,426.0,67.0,534.0,447.0,1125.0,1.0
1289,184.0,107.0,0.0,0.0,0.0,210.0,1064.0,69.0,427.0,857.0,392.0,501.0,395.0,241.0,391.0,88.0,505.0,359.0,1123.0,1.0
1290,2.0,80.0,0.0,0.0,1.0,102.0,939.0,65.0,654.0,132.0,17.0,96.0,39.0,274.0,226.0,223.0,95.0,1795.0,118.0,2.0
1291,77.0,175.0,0.0,0.0,0.0,115.0,703.0,119.0,936.0,623.0,261.0,352.0,258.0,265.0,319.0,136.0,357.0,649.0,915.0,4.0
1292,198.0,14.0,0.0,0.0,0.0,72.0,376.0,72.0,307.0,1047.0,504.0,661.0,517.0,22.0,612.0,24.0,665.0,581.0,404.0,5.0
1293,185.0,1.0,0.0,0.0,0.0,18.0,91.0,95.0,656.0,149.0,35.0,102.0,32.0,311.0,227.0,185.0,101.0,1712.0,923.0,6.0
1294,157.0,143.0,0.0,0.0,0.0,66.0,461.0,5.0,123.0,17.0,4.0,11.0,2.0,370.0,110.0,247.0,11.0,427.0,1295.0,6.0
1295,188.0,176.0,0.0,0.0,0.0,79.0,440.0,109.0,739.0,767.0,346.0,454.0,338.0,256.0,394.0,72.0,458.0,681.0,1247.0,4.0
1296,189.0,177.0,0.0,0.0,0.0,98.0,580.0,94.0,610.0,790.0,351.0,471.0,348.0,239.0,413.0,70.0,475.0,720.0,1193.0,4.0
1297,182.0,100.0,0.0,0.0,0.0,38.0,111.0,67.0,170.0,134.0,62.0,63.0,29.0,402.0,129.0,191.0,65.0,1562.0,1532.0,0.0
1298,138.0,75.0,0.0,1.0,0.0,84.0,512.0,70.0,502.0,537.0,214.0,296.0,169.0,314.0,317.0,89.0,299.0,1211.0,1318.0,0.0
1299,148.0,66.0,0.0,0.0,0.0,100.0,892.0,97.0,1003.0,512.0,208.0,275.0,153.0,347.0,280.0,95.0,277.0,1169.0,1369.0,0.0
1300,151.0,87.0,0.0,0.0,0.0,179.0,888.0,67.0,303.0,562.0,220.0,310.0,205.0,270.0,312.0,138.0,314.0,909.0,987.0,1.0
1301,37.0,60.0,0.0,0.0,0.0,42.0,207.0,53.0,275.0,1143.0,589.0,714.0,600.0,99.0,518.0,112.0,718.0,156.0,300.0,5.0
1302,96.0,64.0,0.0,0.0,1.0,98.0,656.0,123.0,1040.0,517.0,212.0,276.0,157.0,352.0,273.0,97.0,278.0,1101.0,1396.0,0.0
1303,211.0,220.0,0.0,0.0,0.0,19.0,34.0,67.0,73.0,169.0,54.0,38.0,88.0,345.0,22.0,302.0,99.0,1649.0,1631.0,3.0
1304,7.0,188.0,0.0,0.0,0.0,90.0,350.0,74.0,272.0,312.0,119.0,106.0,166.0,330.0,14.0,326.0,174.0,1135.0,1643.0,3.0
1305,95.0,85.0,0.0,0.0,0.0,72.0,568.0,48.0,81.0,150.0,24.0,107.0,39.0,277.0,241.0,205.0,106.0,1767.0,353.0,2.0
1306,168.0,173.0,0.0,1.0,0.0,79.0,227.0,98.0,647.0,873.0,402.0,518.0,393.0,239.0,429.0,52.0,522.0,558.0,1237.0,4.0
1307,195.0,118.0,0.0,0.0,0.0,56.0,173.0,32.0,42.0,151.0,71.0,66.0,34.0,412.0,121.0,189.0,73.0,1501.0,1567.0,0.0
1308,248.0,26.0,0.0,0.0,0.0,31.0,73.0,66.0,394.0,1027.0,485.0,635.0,499.0,5.0,626.0,15.0,639.0,887.0,392.0,5.0
1309,225.0,99.0,0.0,0.0,0.0,12.0,27.0,18.0,53.0,45.0,1.0,40.0,4.0,333.0,168.0,225.0,39.0,1893.0,587.0,2.0
1310,244.0,7.0,0.0,0.0,0.0,72.0,448.0,69.0,53.0,1259.0,668.0,774.0,680.0,201.0,357.0,162.0,778.0,30.0,357.0,5.0
1311,52.0,124.0,0.0,0.0,0.0,27.0,65.0,10.0,22.0,20.0,0.0,19.0,1.0,355.0,131.0,241.0,19.0,1836.0,651.0,2.0
1312,137.0,192.0,0.0,0.0,0.0,90.0,600.0,94.0,636.0,237.0,79.0,73.0,139.0,308.0,16.0,346.0,148.0,1499.0,1675.0,3.0
1313,73.0,111.0,0.0,0.0,0.0,79.0,503.0,73.0,263.0,336.0,72.0,246.0,96.0,158.0,416.0,149.0,248.0,1732.0,292.0,2.0
1314,34.0,56.0,0.0,1.0,0.0,112.0,476.0,124.0,650.0,1056.0,511.0,651.0,532.0,33.0,586.0,109.0,655.0,369.0,162.0,5.0
1315,244.0,67.0,0.0,1.0,0.0,95.0,443.0,128.0,988.0,579.0,222.0,330.0,212.0,238.0,361.0,121.0,335.0,1046.0,887.0,1.0
1316,53.0,115.0,0.0,0.0,0.0,38.0,111.0,18.0,37.0,38.0,0.0,33.0,5.0,337.0,155.0,235.0,33.0,1898.0,450.0,2.0
1317,69.0,49.0,0.0,0.0,0.0,67.0,541.0,92.0,517.0,504.0,199.0,270.0,148.0,339.0,284.0,99.0,272.0,1205.0,1360.0,0.0
1318,170.0,176.0,0.0,0.0,1.0,118.0,617.0,101.0,745.0,764.0,342.0,456.0,339.0,239.0,404.0,77.0,460.0,690.0,1146.0,4.0
1319,20.0,136.0,0.0,1.0,0.0,96.0,592.0,73.0,348.0,149.0,52.0,76.0,41.0,362.0,153.0,212.0,77.0,1385.0,1435.0,1.0
1320,7.0,28.0,0.0,1.0,0.0,83.0,474.0,85.0,264.0,1111.0,560.0,694.0,561.0,97.0,575.0,49.0,698.0,223.0,505.0,5.0
1321,158.0,100.0,0.0,0.0,0.0,19.0,19.0,26.0,34.0,140.0,69.0,62.0,29.0,417.0,120.0,185.0,68.0,1589.0,1588.0,0.0
1322,145.0,129.0,0.0,0.0,0.0,74.0,191.0,65.0,204.0,151.0,71.0,66.0,34.0,412.0,121.0,189.0,73.0,1494.0,1577.0,0.0
1323,135.0,81.0,0.0,0.0,0.0,185.0,1051.0,65.0,41.0,322.0,104.0,199.0,95.0,274.0,285.0,163.0,199.0,1488.0,725.0,6.0
1324,73.0,118.0,0.0,0.0,0.0,7.0,5.0,3.0,3.0,14.0,0.0,14.0,0.0,361.0,122.0,244.0,14.0,1898.0,791.0,2.0
1325,82.0,187.0,0.0,0.0,0.0,105.0,565.0,141.0,825.0,926.0,418.0,553.0,422.0,195.0,468.0,56.0,557.0,565.0,947.0,4.0
1326,132.0,85.0,0.0,1.0,0.0,72.0,448.0,103.0,872.0,461.0,197.0,238.0,133.0,380.0,237.0,105.0,240.0,1126.0,1460.0,0.0
1327,210.0,143.0,0.0,0.0,0.0,3.0,5.0,12.0,10.0,7.0,0.0,7.0,0.0,368.0,108.0,251.0,7.0,1539.0,791.0,6.0
1328,40.0,128.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,35.0,0.0,35.0,0.0,340.0,164.0,223.0,35.0,1898.0,791.0,6.0
1329,184.0,175.0,0.0,0.0,0.0,101.0,647.0,107.0,511.0,761.0,345.0,447.0,340.0,261.0,375.0,84.0,451.0,515.0,1238.0,4.0
1330,116.0,136.0,0.0,0.0,0.0,31.0,31.0,43.0,196.0,161.0,49.0,99.0,35.0,339.0,206.0,180.0,98.0,1676.0,1326.0,0.0
1331,162.0,166.0,0.0,1.0,0.0,78.0,301.0,98.0,319.0,513.0,189.0,189.0,259.0,286.0,17.0,361.0,271.0,819.0,1710.0,3.0
1332,93.0,116.0,0.0,0.0,0.0,51.0,210.0,43.0,255.0,68.0,5.0,50.0,19.0,316.0,169.0,241.0,49.0,1857.0,76.0,2.0
1333,24.0,30.0,0.0,0.0,0.0,72.0,243.0,77.0,240.0,1112.0,565.0,691.0,557.0,126.0,558.0,36.0,695.0,204.0,638.0,5.0
1334,0.0,104.0,0.0,1.0,0.0,94.0,750.0,93.0,967.0,344.0,140.0,191.0,97.0,351.0,231.0,141.0,192.0,1240.0,1455.0,0.0
1335,233.0,99.0,0.0,0.0,0.0,56.0,68.0,18.0,198.0,48.0,1.0,44.0,4.0,329.0,176.0,221.0,43.0,1895.0,595.0,2.0
1336,186.0,64.0,0.0,0.0,0.0,88.0,399.0,154.0,960.0,654.0,288.0,377.0,287.0,269.0,317.0,134.0,382.0,413.0,1018.0,1.0
1337,120.0,49.0,0.0,0.0,0.0,103.0,740.0,105.0,812.0,541.0,218.0,298.0,170.0,319.0,316.0,85.0,301.0,1220.0,1328.0,0.0
1338,46.0,85.0,0.0,0.0,0.0,67.0,240.0,48.0,295.0,956.0,429.0,576.0,440.0,174.0,489.0,55.0,580.0,576.0,807.0,1.0
1339,133.0,137.0,0.0,0.0,0.0,3.0,52.0,2.0,33.0,1.0,0.0,1.0,0.0,374.0,97.0,257.0,1.0,29.0,791.0,6.0
1340,40.0,90.0,0.0,0.0,0.0,91.0,407.0,89.0,559.0,973.0,442.0,588.0,450.0,174.0,489.0,55.0,592.0,502.0,805.0,1.0
1341,247.0,167.0,0.0,0.0,0.0,103.0,625.0,147.0,965.0,760.0,337.0,447.0,345.0,232.0,382.0,106.0,451.0,508.0,762.0,4.0
1342,190.0,90.0,0.0,0.0,0.0,75.0,341.0,68.0,465.0,722.0,311.0,434.0,318.0,212.0,413.0,95.0,438.0,825.0,793.0,1.0
1343,247.0,189.0,0.0,0.0,0.0,109.0,780.0,98.0,470.0,728.0,322.0,428.0,321.0,250.0,370.0,100.0,432.0,536.0,1094.0,4.0
1344,247.0,162.0,0.0,1.0,0.0,90.0,599.0,120.0,689.0,859.0,380.0,522.0,383.0,196.0,472.0,51.0,526.0,818.0,993.0,4.0
1345,139.0,14.0,0.0,0.0,0.0,71.0,557.0,68.0,27.0,1219.0,633.0,743.0,648.0,110.0,471.0,147.0,747.0,79.0,174.0,5.0
1346,139.0,14.0,0.0,0.0,0.0,71.0,557.0,68.0,27.0,1219.0,633.0,743.0,648.0,110.0,471.0,147.0,747.0,79.0,174.0,5.0
1347,205.0,69.0,0.0,0.0,0.0,153.0,1029.0,124.0,1102.0,223.0,59.0,136.0,70.0,281.0,227.0,215.0,132.0,1616.0,243.0,2.0
1348,35.0,134.0,0.0,0.0,0.0,10.0,61.0,72.0,678.0,23.0,3.0,13.0,7.0,361.0,110.0,256.0,13.0,301.0,16.0,2.0
1349,160.0,62.0,0.0,0.0,0.0,56.0,211.0,25.0,117.0,708.0,340.0,382.0,324.0,352.0,223.0,148.0,387.0,126.0,1359.0,1.0
1350,6.0,79.0,0.0,0.0,0.0,81.0,378.0,97.0,669.0,109.0,23.0,52.0,50.0,318.0,124.0,264.0,55.0,1698.0,0.0,2.0
1351,16.0,99.0,0.0,1.0,0.0,81.0,510.0,102.0,823.0,96.0,13.0,58.0,36.0,307.0,161.0,259.0,57.0,1780.0,4.0,2.0
1352,113.0,182.0,0.0,0.0,0.0,123.0,761.0,135.0,760.0,894.0,401.0,545.0,402.0,194.0,481.0,43.0,549.0,756.0,1033.0,4.0
1353,243.0,200.0,0.0,0.0,0.0,90.0,528.0,88.0,727.0,283.0,96.0,116.0,142.0,298.0,79.0,292.0,151.0,985.0,1853.0,3.0
